Character,ID,File,Context,English,简体中文
Mick,1060,Room- EscInterface,Talk to Roth again after coming back from past,I... I was wrong! I won't make the same mistake a third time,我……我错了！我不会犯第三次同样的错误
Roth,105,Room- EscInterface,Talk to Roth again after coming back from past,I hope you'll reconsider,我希望你能重新考虑
Roth,106,Room- EscInterface,Talk to Roth again after coming back from past,It's not like you have a choice,反正你也没得选
Mick,1061,Room- EscInterface,Talk to Roth again after coming back from past,Stay back!,退后！
Roth,107,Room- EscInterface,Talk to Roth again after coming back from past,"If you've flipped back, you know there's no way out",要是你翻回去过，你就知道没有出路
Roth,108,Room- EscInterface,Talk to Roth again after coming back from past,Sit down. Or I'll sit you down,坐下。不然我让你坐下
Roth,111,Room- EscInterface,Talk to roth first time,Both of us want this,我们俩都想要这个
Roth,112,Room- EscInterface,Talk to roth first time,"We'll journey back together, with the combined capacity of the others here",我们会一起回去，凭借这里其他人合起来的能力
Roth,113,Room- EscInterface,Talk to roth first time,This time it has to be enough...,这次必须够了……
Roth,114,Room- EscInterface,Talk to roth first time,"I'll get Sophia back, you'll have your son",我会把Sophia找回来，你会找回你儿子
Roth,115,Room- EscInterface,Talk to roth first time,And all of this awfulness will never have happened,所有这些可怕的事都不会发生
Roth,116,Room- EscInterface,Talk to roth first time - Sitting,"Put on the visor, and we can begin",戴上面罩，我们就可以开始
Roth,117,Room- EscInterface,Talk to roth first time - Sitting,Your choice,你自己选
Roth,118,Room- EscInterface,Talk to roth first time - Standing,Please. Sit down so I can start calibration,请。坐下，我好开始校准
Roth,119,Room- EscInterface,Talk to roth first time - Standing,I'll talk you through it all before we flip back,我们翻回去之前，我会一步步跟你讲清楚
,883,Room- EscInterface,Talk to roth first time - Standing,Roth obviously intends to use this chair,Roth显然打算用这张椅子
,884,Room- EscInterface,Talk to roth first time - Standing,Maybe I should just sit down and hear him out,也许我该坐下，听听他怎么说
Mick,1063,Room- EscInterface,Talk to roth 2,You expect me to go back with you?,你指望我跟你一起回去？
Roth,120,Room- EscInterface,Talk to roth 2,That was our deal. It's what you wanted,这是我们的约定。是你想要的
Roth,121,Room- EscInterface,Talk to roth 2,You lost your son. No father should have to live with that,你失去了儿子。没有哪个父亲该忍受这个
Mick,1064,Room- EscInterface,Talk to roth 2,Alec...,Alec……
Roth,122,Room- EscInterface,Talk to roth 2,"It's what we both dreamed of, Mr. Carter",这是我们俩共同的梦想，Mr. Carter
Roth,123,Room- EscInterface,Talk to roth 2,But we can discuss it more during calibration,不过我们可以在校准过程中多聊聊
Roth,124,Room- EscInterface,Talk to roth 2,Please,请
Narr,1750,Room- EscInterface,Talk to roth 2,He gestures to the visor,他朝面罩做了个手势
Narr,1751,Room- EscInterface,Talk to roth 2,He gestures to the chair,他朝椅子做了个手势
Mick,1065,Room- EscInterface,Talk to roth about why he put mick through everything,"If this was what I wanted anyway, why the whole charade?",要是这本来就是我想要的，何必演这一整出戏？
Roth,125,Room- EscInterface,Talk to roth about why he put mick through everything,I tried being more direct. I tried so many things...,我试过更直接的办法。我试过很多种……
Roth,126,Room- EscInterface,Talk to roth about why he put mick through everything,"Believe me, everything that's happened was necessary to bring us to this place, at this moment in time",相信我，发生的一切都是必要的，为了把我们带到这个地方，这个时刻
Roth,127,Room- EscInterface,Talk to roth about why he put mick through everything,Where we needed to be,我们需要在的地方
Mick,1066,Room- EscInterface, Talk to roth about suffering he caused,People were killed!,有人被杀了！
Roth,128,Room- EscInterface, Talk to roth about suffering he caused,And it's at this moment in all history that we can turn back the clock on all that suffering,正是在历史上的这一刻，我们才能把所有这些痛苦的时钟拨回去
Mick,1067,Room- EscInterface, Talk to roth about suffering he caused,Make it so it never happened...,让它从未发生……
Mick,1068,Room- EscInterface,Talk to roth 3,"You'll take me back, before everything, before Alec...",你会带我回去，回到一切之前，回到Alec之前……
Roth,129,Room- EscInterface,Talk to roth 3,"That's what we agreed, yes",这是我们约定的，是的
Roth,130,Room- EscInterface,Talk to roth 3,"When you're ready, put on the visor and we can start",准备好了就戴上面罩，我们就可以开始
Roth,131,Room- EscInterface,Talk to roth 3,Have a seat and we'll start calibration,坐下，我们开始校准
Roth,132,Room- EscInterface,Talk to roth 3,I'll talk you through it before we jump back,我们跳回去之前，我会一步步跟你讲清楚
Narr,1934,Room- EscInterface,OnUseInvCharacterRoth,Can't let him know what I'm planning,不能让他知道我的打算
Narr,1752,Room- EscInterface,Use gun while in bed to change mind,Is this what I want? I came here to stop him...,这就是我想要的吗？我来这儿是为了阻止他……
Mick,1069,Room- EscInterface,Use gun while in bed to change mind,No,不
Mick,1070,Room- EscInterface,Pull gun on Roth,I came here to stop you and that's what I'll do,我来这儿是为了阻止你，我就要这么做
Roth,133,Room- EscInterface,Pull gun on Roth,"Mick, you're not thinking clearly, and this won't help",Mick，你现在思路不清，这样没用的
Roth,134,Room- EscInterface,Pull gun on Roth,I understand you're conflicted. But this is what we wanted,我明白你很矛盾。不过这就是我们想要的
Roth,135,Room- EscInterface,Pull gun on Roth,It's your choice of course,当然，选择在你
Roth,136,Room- EscInterface,Pull gun on Roth,But I'd advise you to reconsider,不过我建议你重新考虑
Roth,137,Room- EscInterface,Pull gun on Roth,Sit down and hear me out,坐下来听我说
Roth,138,Room- EscInterface,Pull gun on Roth,"Mick, please. You know this won't get you anywhere",Mick，求你了。你知道这样不会有结果
Mick,1071,Room- EscInterface,Shoot warning shot at Roth,Get back,退后
Roth,139,Room- EscInterface,Shoot warning shot at Roth,"Mr. Carter, think what you're doing",Mr. Carter，想想你在做什么
Roth,140,Room- EscInterface,Shoot warning shot at Roth,You're only dooming yourself and your friends,你只是在害你自己和你的朋友
Roth,141,Room- EscInterface,Shoot warning shot at Roth,This thing's going off with or without me...,这东西不管有没有我都会引爆……
Roth,142,Room- EscInterface,Shoot warning shot at Roth,"And the pain we've both caused, we need to go back, to undo it",而我们俩造成的痛苦，我们需要回去，把它抹去
Mick,1072,Room- EscInterface,Shoot warning shot at Roth,Maybe I don't care anymore!,也许我不在乎了！
Roth,143,Room- EscInterface,Shoot warning shot at Roth,"So take a seat, and I'll talk you through it",那就坐下，我一步步跟你讲
Roth,144,Room- EscInterface,Shoot warning shot at Roth,"Once you pull the trigger, there's no going back",一旦你扣下扳机，就没有回头路了
Narr,1753,Room- EscInterface,Shoot warning shot at Roth,Shit... Maybe he's right,操……也许他说得对
Mick,1073,Room- EscInterface," Already been back in time, and pull gun again",I remember now,我现在记起来了
Mick,1074,Room- EscInterface," Already been back in time, and pull gun again","I went back, I wanted to erase him from history",我回去过，我想把他从历史上抹去
Mick,1075,Room- EscInterface," Already been back in time, and pull gun again",But he didn't just die. He lived! We had a life together!,可他不只是死了。他活过！我们一起生活过！
Mick,1076,Room- EscInterface," Already been back in time, and pull gun again","Even going back in time, I can't change that",就算回到过去，我也改变不了这一点
Mick,1077,Room- EscInterface," Already been back in time, and pull gun again",It's a mistake to try,这么做是个错误
Roth,153,Room- EscInterface," Already been back in time, and pull gun again",Fine,好
Roth,154,Room- EscInterface," Already been back in time, and pull gun again",Want it the hard way? You got it,想硬来？随你
Roth,155,Room- EscInterface," Already been back in time, and pull gun again",Get in the chair!,坐到椅子上！
Mick,1078,Room- EscInterface," Already been back in time, and pull gun again",Fuck you!,去你妈的！
Narr,1754,Room- EscInterface," Already been back in time, and pull gun again",Shooting at him didn't get me anywhere last time,上次朝他开枪也没用
Narr,1755,Room- EscInterface," Already been back in time, and pull gun again",That won't stop him,那拦不住他
Roth,148,Room- EscInterface,OnUseInvCharacterMick,What..?,什么……？
Roth,149,Room- EscInterface,OnUseInvCharacterMick,No! Wait-,不！等等——
,885,Room- EscInterface,OnUseInvCharacterMick,I got his passcode to Klein. Just hope it was enough,我把他的密码交给了Klein。希望够用
,886,Room- EscInterface,OnUseInvCharacterMick,The chairs are empty,椅子是空的
Narr,1756,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback",My finger tightens on the trigger,我的手指扣紧了扳机
Narr,1757,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback",Down the barrel I finally see a flicker of concern on Roth's face,透过枪管，我终于在Roth脸上看到一丝担忧的闪动
Roth,150,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback",But... Your son! You can save him!,可是……你儿子！你能救他！
Mick,1079,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback",No,不
Mick,1080,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback","No, there was never a way to save him",不，根本没有办法救他
Narr,1758,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback",'Unpreventable' was what the doctor said,医生说的是「无法预防」
Narr,1759,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback",A genetic disorder called Battens disease...,一种叫巴滕病的遗传性疾病……
Narr,1760,Room- EscInterface,"Mick decides not to go back with Roth, starts flashback",His words that day still echo around my head,那天他说的话，至今仍在我脑中回响
Narr,1761,Room- EscInterface,Flashback continues- fade in on hospital scene,We'd followed the ambulance to the hospital,我们跟着救护车到了医院
Narr,1762,Room- EscInterface,Flashback continues- fade in on hospital scene,Alec's face twisted from the grand mal seizure,Alec的脸因大发作抽搐而扭曲
Narr,1763,Room- EscInterface,Flashback continues- fade in on hospital scene,Unrecognizable,面目全非
Narr,1764,Room- EscInterface,Flashback continues- fade in on hospital scene,"The doctor used terms like hemorrhage, brain-death, life-support",医生用了「出血」、「脑死亡」、「生命维持」这样的词
Narr,1765,Room- EscInterface,Flashback continues- fade in on hospital scene,"From numb buzzing grew the knowledge, my son would never wake up",从麻木的嗡鸣中，一个认知逐渐浮现，我儿子再也不会醒来了
Narr,1766,Room- EscInterface,Flashback continues- fade in on hospital scene,I couldn't let this be how I remembered him,我不能让这成为我记忆中他的样子
Narr,1767,Room- EscInterface,Flashback continues- fade in on hospital scene,So I left,所以我离开了
Narr,1768,Room- EscInterface,Flashback continues- fade in on hospital scene,Told myself I just needed a minute,告诉自己我只是需要一分钟
Narr,1769,Room- EscInterface,Flashback continues- fade in on hospital scene,Then it was a day...,然后变成了一天……
Narr,1770,Room- EscInterface,Flashback continues- fade in on hospital scene,"...and then a week, and I'd left it too long",……然后一个星期，我拖得太久了
Mick,1081,Room- EscInterface,Flashback continues- fade back into present,Nah. I didn't want to go back to save him,不。我回去不是为了救他
Roth,151,Room- EscInterface,Flashback continues- fade back into present,So... why...?,那……为什么……？
Mick,1082,Room- EscInterface,Flashback continues- fade back into present,Better if I never had him...,要是我从没有过他，会更好……
Mick,1083,Room- EscInterface,Flashback continues- fade back into present,That's what I told myself these last five years,这五年来我一直这么告诉自己
Mick,1084,Room- EscInterface,Flashback continues- fade back into present,'Better he never lived than he died like that',「他从没活过，也好过那样死去」
Mick,1085,Room- EscInterface,Flashback continues- fade back into present,"Pretty fucked up, huh?",够他妈扭曲的，对吧？
Roth,152,Room- EscInterface,Flashback continues- fade back into present,N... Not at all! We can make that happen!,一……一点也不！我们可以做到！
Mick,1086,Room- EscInterface,Flashback continues- fade back into present,No,不
Mick,1087,Room- EscInterface,Flashback continues- fade back into present,"For five years that's what I wanted, sure",五年来，我想要的确实是那个
Mick,1088,Room- EscInterface,Flashback continues- fade back into present,"But then I came back. Saw Sarah, Annie...",可后来我回来了。见到了Sarah，Annie……
Mick,1089,Room- EscInterface,Flashback continues- fade back into present,"And real or not, I saw my kid again too",而且不管是真是假，我也又见到了我的孩子
Mick,1090,Room- EscInterface,Flashback continues- fade back into present,He didn't just die. He lived! We had a life together!,他不只是死了。他活过！我们一起生活过！
Mick,1091,Room- EscInterface,Flashback continues- fade back into present,"Even going back in time, I can't change that",就算回到过去，我也改变不了这一点
Mick,1092,Room- EscInterface,Flashback continues- fade back into present,It's a mistake to try,这么做是个错误
Roth,147,Room- EscInterface,Flashback continues- fade back into present,Get in the chair!,坐到椅子上！
Mick,1093,Room- EscInterface,Flashback continues- fade back into present,Fuck you!,去你妈的！
Narr,1771,Room- EscInterface,Mick shoots at angry Roth,He... He knew that bullet was coming,他……他知道那颗子弹会来
Roth,156,Room- EscInterface,Mick shoots at angry Roth,I see you're not going to cooperate...,看来你不打算合作……
Roth,157,Room- EscInterface,Mick shoots at angry Roth,"Well then, you can join the others in the tank!",好吧，那你就去水池里跟其他人做伴吧！
Roth,404,Room- EscInterface,Mick shoots at angry Roth,ROAAR!,嗷！
Roth,158,Room- EscInterface,Mick shoots at angry Roth,Now's the part where you try to hit me!,现在是你试着打我的部分！
Roth,159,Room- EscInterface,Mick shoots at angry Roth,Left,左
Roth,160,Room- EscInterface,Mick shoots at angry Roth,Right,右
Roth,161,Room- EscInterface,Mick shoots at angry Roth,Down,下
Roth,162,Room- EscInterface,Mick shoots at angry Roth,And that's you finished,你完了
Narr,1772,Room- EscInterface,Mick shoots at angry Roth,His hand squeezes and something pops at the back of my neck,他的手一握，我的后颈啪地断了什么东西
Roth,163,Room- EscInterface,Mick shoots at angry Roth,Have a seat,坐吧
Roth,164,Room- EscInterface,Mick shoots at angry Roth,I told you you'd help me in the end,我说过你最终会帮我的
Roth,165,Room- EscInterface,RothShowDetonator,"I wouldn't, Mr. Carter...",我可不会……Mr. Carter……
Mick,1094,Room- EscInterface,RothShowDetonator,What's that supposed to be?,那是什么玩意儿？
Roth,166,Room- EscInterface,RothShowDetonator,This blows the reactor,这个能炸掉反应堆
Roth,167,Room- EscInterface,RothShowDetonator,"Of course, I won't need to use it, will I?",当然，我不用它，对吧？
Roth,168,Room- EscInterface,RothShowDetonator,Not until we're both ready,在我们俩都准备好之前不会
Mick,1095,Room- EscInterface,RothDetonate,Wait-,等等——
Roth,169,Room- EscInterface,RothDetonate,"Ah, Mr. Carter. Here we go again, hmm?",啊，Mr. Carter。又来了，嗯？
Mick,1096,Room- EscInterface,RothDetonate,You blew the reactor!,你炸了反应堆！
Roth,170,Room- EscInterface,RothDetonate,Just to get your attention,只是为了引起你的注意
Roth,171,Room- EscInterface,RothDetonate,"Once we're both hooked up, I'll trigger it again, and all this nastiness will never have happened",等我们俩都接好了，我会再触发一次，所有这些不愉快的事就都没发生过
Roth,173,Room- EscInterface,RothDetonate,Have a seat and let's get it over with,坐下，咱们赶紧了结
Debug,30,Room- EscInterface,UpdateBlocking,"Tab+S: Shoot sequence, Tab+P: pistol anim, Tab+B: bed anim",Tab+S：射击序列，Tab+P：手枪动画，Tab+B：床动画
Debug,31,Room- EscInterface,UpdateBlocking,Shoot sequence,射击序列
Debug,32,Room- EscInterface,UpdateBlocking,Toggle Pistol,切换手枪
Debug,33,Room- EscInterface,UpdateBlocking,Toggle LabBed,切换实验室床
Debug,34,Room- EscInterface,UpdateBlocking,Toggle Neck Broke,切换断颈
Mick,1099,Room- EscInterface,Mick first tries to move when Roth's forced him into the bed,I... can't move!,我……动不了！
Roth,174,Room- EscInterface,Mick first tries to move when Roth's forced him into the bed,That's correct. I've severed the C5 and C8 nerves in your neck,没错。我切断了你脖子里的第五和第八颈神经
Narr,1775,Room- EscInterface,Mick first tries to move when Roth's forced him into the bed,Oh fuck!,操！
Narr,1776,Room- EscInterface,OnWalkTo,I can't move anything below my neck!,脖子以下我什么都动不了！
Narr,1777,Room- EscInterface,OnWalkTo,I can't move!,我动不了！
Narr,1778,Room- EscInterface,OnWalkTo,Aagh! No good!,啊！没用！
Narr,1779,Room- EscInterface,OnWalkTo,I move and he'll break my neck again,我一动，他就会再弄断我的脖子
Narr,1780,Room- EscInterface,OnWalkTo,"If I move, he'll hit the detonator",我要是动，他就会按下引爆器
Narr,1781,Room- EscInterface,OnWalkTo,I think I'd better play along,我想我最好配合
Mick,1100,Room- EscInterface,OnWalkTo,Nggh!,呃！
Mick,1101,Room- EscInterface,Talk to roth while paralized 1,You're a monster!,你是个怪物！
Roth,175,Room- EscInterface,Talk to roth while paralized 1,"Oh, this?",哦，这个？
Narr,1782,Room- EscInterface,Talk to roth while paralized 1,He points at his glowing third eye,他指了指自己发光的第三只眼
Roth,176,Room- EscInterface,Talk to roth while paralized 1,This is nothing,这没什么
Roth,177,Room- EscInterface,Talk to roth while paralized 1,I spent lifetimes pursuing a biological solution to my problem,我花了几辈子追寻解决我问题的生物学方案
Roth,178,Room- EscInterface,Talk to roth while paralized 1,Entomology was somewhat of a fascination for me...,昆虫学一度让我着迷……
Roth,179,Room- EscInterface,Talk to roth while paralized 1,"Ah, the wonders I've created. You have no idea",啊，我创造的奇迹。你根本想象不到
,887,Room- EscInterface,Talk to roth while paralized 1,Roth is checking over some readouts on the main computer,Roth在检查主电脑上的一些读数
,888,Room- EscInterface,Talk to roth while paralized 1,"The main console is still waiting for a login. I can see the keyboard from here, but not much else",主控制台仍在等待登录。我从这儿能看到键盘，别的就看不到多少了
Mick,1102,Room- EscInterface,Talk to roth while paralized 2,It's not how you look that makes you a monster. It's what you've done,让你成为怪物的不是你的长相。是你做的事
Roth,180,Room- EscInterface,Talk to roth while paralized 2,The ends will justify the means,目的将证明手段是正当的
Mick,1103,Room- EscInterface,Talk to roth while paralized 2,Murder? Torture?,谋杀？酷刑？
Roth,181,Room- EscInterface,Talk to roth while paralized 2,"What does it matter. When we go back, it'll never have happened",有什么关系。等我们回去，这些就从未发生过
Mick,1104,Room- EscInterface,Talk to roth while paralized 2,Yeah? And where will it end? You'll destroy the world to get what you want!,是吗？那要到哪儿才算完？你为了得到你想要的，会毁掉整个世界！
Roth,182,Room- EscInterface,Talk to roth while paralized 2,"Oh, I have done. Many times",哦，我已经毁掉过了。很多次
Roth,183,Room- EscInterface,Talk to roth while paralized 2,Yet here we are...,可我们还在这里……
Roth,184,Room- EscInterface,Talk to roth while paralized 2,Your puny ideas of morality are not even worth discussing,你那点可怜的道德观根本不值得讨论
Mick,1105,Room- EscInterface,Talk to roth while paralized 3,What'll happen to me? Will I go back too?,我会怎么样？我也会回去吗？
Roth,185,Room- EscInterface,Talk to roth while paralized 3,"No, you had your chance",不，你已经有过机会了
Roth,186,Room- EscInterface,Talk to roth while paralized 3,"I'll take your memory then find you in the past, and pick you up like I did the others",我会取走你的记忆，然后在过去找到你，像对其他人那样把你带上
Mick,1106,Room- EscInterface,Talk to roth while paralized 3,There were others?,还有其他人？
Roth,187,Room- EscInterface,Talk to roth while paralized 3,"Others like you? My, yes",像你一样的？哎呀，是的
Roth,188,Room- EscInterface,Talk to roth while paralized 3,I thought you'd finally be the one with the willpower to follow through,我本以为你终于是那个有意志力坚持到底的人
Roth,189,Room- EscInterface,Talk to roth while paralized 3,"But your mind will still be useful, if only as fuel for my own to burn",不过你的头脑仍然有用，哪怕只是给我的头脑当燃料烧
Mick,1107,Room- EscInterface,Talk to roth while paralized 4,What's your end game? What do you plan to do?,你的最终目标是什么？你打算做什么？
Roth,190,Room- EscInterface,Talk to roth while paralized 4,"I go back, I find someone else, perfect this technology",我回去，找到另一个人，完善这项技术
Roth,191,Room- EscInterface,Talk to roth while paralized 4,Then I go back further... and further... as far as I need to get her back,然后我再往回……再往回……回到足以让她回来的地方
Narr,1783,Room- EscInterface,Talk to roth while paralized 5,I don't know what I can say to convince him,我不知道说什么才能说服他
Mick,1108,Room- EscInterface,Talk to roth to enrage him into killing you (1),Desert pea... I've heard that before...,沙漠豌豆……我以前听过这个……
Roth,192,Room- EscInterface,Talk to roth to enrage him into killing you (1),It was very special to Sophia,这对Sophia非常特别
Mick,1109,Room- EscInterface,Talk to roth to enrage him into killing you (1),Your wife is Desert Pea?,你妻子就是沙漠豌豆？
Roth,193,Room- EscInterface,Talk to roth to enrage him into killing you (1),"A pet name, but... not one I used",是个昵称，不过……不是我用的
Mick,1110,Room- EscInterface,Talk to roth to enrage him into killing you (1),She was Holden's girl!,她是Holden的女人！
Roth,194,Room- EscInterface,Talk to roth to enrage him into killing you (1),She was MINE!,她是我的！
Narr,1784,Room- EscInterface,Talk to roth to enrage him into killing you (1),It makes sense...,这就说得通了……
Mick,1111,Room- EscInterface,Talk to roth to enrage him into killing you (1),Holden was seeing Sophia behind your back...,Holden背着你跟Sophia在一起……
Mick,1112,Room- EscInterface,Talk to roth to enrage him into killing you (1),And you found out...,而你发现了……
Mick,1113,Room- EscInterface,Talk to roth to enrage him into killing you (1),Wasn't an accident put her in that coma,让她昏迷的不是意外
Roth,195,Room- EscInterface,Talk to roth to enrage him into killing you (1),None of this matters!,这些都不重要！
Roth,196,Room- EscInterface,Talk to roth to enrage him into killing you (1),"I'm going back, I'm going to save her",我要回去，我要救她
,889,Room- EscInterface,Talk to roth to enrage him into killing you (1),"I've upset him, that's for sure",我肯定惹恼他了
Mick,1114,Room- EscInterface,Talk to roth to enrage him into killing you (2),Save her from yourself?,从你自己手里救她？
Mick,1115,Room- EscInterface,Talk to roth to enrage him into killing you (2),You killed her!,是你杀了她！
Roth,197,Room- EscInterface,Talk to roth to enrage him into killing you (2),That was a mistake!,那是个错误！
Mick,1116,Room- EscInterface,Talk to roth to enrage him into killing you (2),So you'll let her be with Holden?,所以你会让她跟Holden在一起？
Roth,198,Room- EscInterface,Talk to roth to enrage him into killing you (2),Of course I fucking won't. I'll end him and I'll take my prize!,我他妈当然不会。我要干掉他，把我的战利品拿回来！
Roth,199,Room- EscInterface,Talk to roth to enrage him into killing you (2),And that's enough from you!,你的话够多了！
,890,Room- EscInterface,Talk to roth to enrage him into killing you (2),My only chance is to keep him talking,我唯一的机会就是让他继续说话
Mick,1117,Room- EscInterface,Talk to roth to enrage him into killing you (3),"You don't get it, do you?",你还是不明白，对吧？
Mick,1118,Room- EscInterface,Talk to roth to enrage him into killing you (3),It'll never work!,这永远不会成功！
Roth,200,Room- EscInterface,Talk to roth to enrage him into killing you (3),Nonsense,胡说
Mick,1119,Room- EscInterface,Talk to roth to enrage him into killing you (3),You're making the same mistake I did,你在犯我犯过的同样的错误
Mick,1120,Room- EscInterface,Talk to roth to enrage him into killing you (3),"You're trying to erase the past, but you can't really change what happened",你想抹去过去，可你真的改变不了发生过的事
Roth,201,Room- EscInterface,Talk to roth to enrage him into killing you (3),Of course I can!,我当然可以！
Mick,1121,Room- EscInterface,Talk to roth to enrage him into killing you (3),You can't!,你不能！
Mick,1122,Room- EscInterface,Talk to roth to enrage him into killing you (3),She chose Holden,她选了Holden
Roth,202,Room- EscInterface,Talk to roth to enrage him into killing you (3),Be quiet,闭嘴
Mick,1123,Room- EscInterface,Talk to roth to enrage him into killing you (3),"No matter what you change, you'll know she would have chosen Holden",不管你改变什么，你都会知道她本会选择Holden
Roth,203,Room- EscInterface,Talk to roth to enrage him into killing you (3),Shut up!,闭嘴！
Mick,1124,Room- EscInterface,Talk to roth to enrage him into killing you (3),"You'll always know, even as you grow old together in your new time-line",你会一直知道，哪怕你们在新的时间线里一起变老
Roth,204,Room- EscInterface,Talk to roth to enrage him into killing you (3),No! Shut up!,不！闭嘴！
Mick,1125,Room- EscInterface,Talk to roth to enrage him into killing you (3),She didn't choose you...,她没有选你……
Mick,1126,Room- EscInterface,Talk to roth to enrage him into killing you (3),She... Chose... Him!,她……选的……是他！
Roth,205,Room- EscInterface,Talk to roth to enrage him into killing you (3),SHUT,闭
Roth,206,Room- EscInterface,Talk to roth to enrage him into killing you (3),UP!,嘴！
,891,Room- EscInterface,Talk to roth to enrage him into killing you (3),Roth knows something's up,Roth察觉到有些不对劲
Narr,1785,Room- EscInterface,Talk to roth to enrage him into killing you (3),Back here... Maybe there's a way out of this,回到这儿了……也许有办法逃出这一步
Roth,209,Room- EscInterface,Talk to roth to enrage him into killing you (3),Wait,等等
Narr,1786,Room- EscInterface,Talk to roth to enrage him into killing you (3),He squints at me,他眯眼盯着我
Roth,210,Room- EscInterface,Talk to roth to enrage him into killing you (3),You just phase-flipped...,你刚才相位翻转了……
Mick,1127,Room- EscInterface,Talk to roth to enrage him into killing you (3),No! I just-,不！我只是——
Roth,211,Room- EscInterface,Talk to roth to enrage him into killing you (3),LIAR!,撒谎！
Roth,213,Room- EscInterface,Talk to roth to enrage him into killing you (3),Ha ha ha ha,哈哈哈哈
,892,Room- EscInterface,Talk to roth to enrage him into killing you (3),Might be the only way out...,也许这是唯一的出路……
,893,Room- EscInterface,Talk to roth to enrage him into killing you (3),Looks like he's getting the machine ready to run,看来他在准备运行机器
,894,Room- EscInterface,Talk to roth to enrage him into killing you (3),I have the passcode now... If only I had it back in the reactor,我现在有密码了……要是我在反应堆那边就有它就好了
Narr,1787,Room- EscInterface,Try using things on Roth after retracing steps,Not while he's got that detonator...,他拿着引爆器的时候不行……
Narr,1788,Room- EscInterface,Try using things on Roth after retracing steps,Don't want him to know it doesn't work yet... I'd better play along,不想让他知道它还不起作用……我最好配合
Narr,2532,Room- EscInterface,Try using stuff on roth while he's choking you,He'll snap my neck like a twig if I try it!,我要是试，他会像折树枝一样扭断我的脖子！
Narr,1789,Room- EscInterface,Try using stuff on roth while he's choking you,He's too strong!,他太强了！
Narr,1790,Room- EscInterface,Talk to roth after retracing steps,Don't want him to suspect I've done this before...,不想让他怀疑我以前做过这个……
Mick,1128,Room- EscInterface,Talk to roth after retracing steps,I know what you're planning,我知道你在打什么算盘
Roth,214,Room- EscInterface,Talk to roth after retracing steps,Naturally,那是当然
Narr,1791,Room- EscInterface,Talk to roth after retracing steps,"I play my role, act surprised...",我扮演我的角色，装出惊讶……
Roth,215,Room- EscInterface,Talk to roth after retracing steps,Please. Sit down so I can start calibration,请。坐下，我好开始校准
,895,Room- EscInterface,Talk to roth after retracing steps,"I'd better do as he says, string him along, give the others a chance",我最好照他说的做，跟他周旋，给其他人一个机会
Narr,1792,Room- EscInterface,Talk to roth after retracing steps,I play through the conversation we had earlier... stalling for time,我把之前的对话重演一遍……拖延时间
Narr,2533,Room- EscInterface,Talk to roth after retracing steps,Better do what he says. Sit down. Stall for time,最好照他说的做。坐下。拖延时间
Mick,1129,Room- EscInterface,Talk to roth while he's choking you,"Do it, you bastard!",动手啊，你个混蛋！
Mick,1130,Room- EscInterface,Talk to roth while he's choking you,The others'll be out by now,其他人现在应该已经出去了
Mick,1131,Room- EscInterface,Talk to roth while he's choking you,"And when this place blows, we're both dead anyway!",而这地方炸的时候，我们俩反正都得死！
Roth,217,Room- EscInterface,Talk to roth while he's choking you,The reactor!,反应堆！
Roth,218,Room- EscInterface,Talk to roth while he's choking you,I can delay it... enough to get clear,我能推迟它……足够我脱身
Roth,219,Room- EscInterface,Talk to roth while he's choking you,I can find a way to reverse what you did,我能找到办法逆转你做的事
Roth,220,Room- EscInterface,Talk to roth while he's choking you,"But you, Mr. Carter...",不过你，Mr. Carter……
Roth,221,Room- EscInterface,Talk to roth while he's choking you,You get to meet my friends in the tank,你可以去水池里见见我的朋友们
Mick,1132,Room- EscInterface,Use bed when retracting steps,"I won't remember this? It'll be like it was before?//, 1047);",我不会记得这些吗？就像以前一样？
Roth,222,Room- EscInterface,Use bed when retracting steps,"That's correct, Mr. Carter",没错，Mr. Carter
Narr,1794,Room- EscInterface,Use bed when retracting steps,He seems to be buying it...,他似乎上钩了……
Roth,223,Room- EscInterface,Use bed when retracting steps,Let's get started,我们开始吧
Narr,1795,Room- EscInterface,Use bed when retracting steps,I try to keep him talking while he sets up,他布置的时候，我尽量让他说话
Narr,1796,Room- EscInterface,Use bed when retracting steps,"Don't know what I can do except stall for time, hope the others can get out",除了拖延时间、希望其他人能出去，我不知道还能做什么
Roth,224,Room- EscInterface,Use bed when retracting steps,Running sync program,运行同步程序
Roth,225,Room- EscInterface,Use bed when retracting steps,Let's commence,开始吧
Narr,1797,Room- EscInterface,Use bed when retracting steps,I hope what Klein did worked!,希望Klein做的管用！
Roth,226,Room- EscInterface,Use bed when retracting steps,Blasted thing. Hold on,该死的东西。等一下
Mick,1133,Room- EscInterface,Use bed when retracting steps,Something wrong?,出什么问题了吗？
Roth,227,Room- EscInterface,Use bed when retracting steps,Stay there. I'll have to trigger the reactor manually next door,待着别动。我得去隔壁手动触发反应堆
